YYYY MM DD     X              Y              Z        mX       mY     mZ
2020 2 26 3891058.96689 1298685.75939 4868052.21116 0.00044 0.00022 0.00053
2020 2 27 3891058.96426 1298685.75751 4868052.20873 0.00038 0.00019 0.00046
2020 2 28 3891058.96247 1298685.75646 4868052.20593 0.00042 0.00020 0.00049
2020 2 29 3891058.96338 1298685.75620 4868052.20537 0.00040 0.00020 0.00048
2020 3 1 3891058.95862 1298685.75315 4868052.19870 0.00046 0.00022 0.00056
2020 3 2 3891058.96058 1298685.75489 4868052.20229 0.00051 0.00025 0.00060
2020 3 3 3891058.95810 1298685.75145 4868052.19868 0.00040 0.00020 0.00049
2020 3 4 3891058.96087 1298685.75265 4868052.20295 0.00050 0.00024 0.00060
2020 3 5 3891058.96017 1298685.75176 4868052.20104 0.00050 0.00024 0.00059
2020 3 6 3891058.96166 1298685.75290 4868052.20383 0.00056 0.00028 0.00065
2020 3 7 3891058.95498 1298685.75121 4868052.19367 0.00036 0.00018 0.00044
2020 3 8 3891058.95399 1298685.74924 4868052.19476 0.00039 0.00020 0.00046
2020 3 9 3891058.95528 1298685.74960 4868052.19398 0.00040 0.00019 0.00048
2020 3 10 3891058.94827 1298685.74761 4868052.18745 0.00059 0.00028 0.00066
2020 3 11 3891058.94320 1298685.74903 4868052.18117 0.00054 0.00027 0.00065
2020 3 12 3891058.94832 1298685.74738 4868052.18880 0.00067 0.00033 0.00079
2020 3 13 3891058.95056 1298685.74748 4868052.19339 0.00052 0.00025 0.00060
2020 3 14 3891058.94873 1298685.74674 4868052.18713 0.00051 0.00026 0.00061
2020 3 15 3891058.93867 1298685.74457 4868052.17780 0.00054 0.00026 0.00065
2020 3 17 3891058.93515 1298685.74203 4868052.17074 0.00056 0.00027 0.00067
2020 3 21 3891058.94253 1298685.74506 4868052.18145 0.00049 0.00028 0.00060
2020 3 22 3891058.94211 1298685.74014 4868052.17760 0.00053 0.00026 0.00062
2020 3 23 3891058.94110 1298685.74067 4868052.17608 0.00056 0.00028 0.00066
2020 3 24 3891058.93854 1298685.74088 4868052.17191 0.00039 0.00020 0.00048
2020 3 25 3891058.93826 1298685.73884 4868052.17201 0.00057 0.00027 0.00067
2020 3 26 3891058.94007 1298685.73672 4868052.17057 0.00055 0.00028 0.00065
2020 3 27 3891058.93733 1298685.74020 4868052.16693 0.00039 0.00019 0.00047
2020 3 28 3891058.93673 1298685.73846 4868052.16940 0.00080 0.00039 0.00097
2020 3 29 3891058.93069 1298685.73779 4868052.16160 0.00042 0.00020 0.00048
2020 3 30 3891058.93820 1298685.74282 4868052.17071 0.00059 0.00030 0.00073
2020 3 31 3891058.92731 1298685.73501 4868052.15342 0.00053 0.00026 0.00066
2020 4 1 3891058.93161 1298685.73552 4868052.15802 0.00041 0.00020 0.00049
2020 4 2 3891058.92926 1298685.73436 4868052.15536 0.00040 0.00019 0.00046
2020 4 3 3891058.92942 1298685.73357 4868052.15542 0.00060 0.00029 0.00071
2020 4 4 3891058.92724 1298685.73102 4868052.14990 0.00047 0.00024 0.00057
2020 4 5 3891058.92902 1298685.73184 4868052.15163 0.00058 0.00028 0.00069
2020 4 6 3891058.91324 1298685.72792 4868052.13789 0.00070 0.00038 0.00082
2020 4 7 3891058.91965 1298685.73030 4868052.14300 0.00282 0.00113 0.00277
2020 4 8 3891058.89995 1298685.72140 4868052.11847 0.00103 0.00063 0.00128
2020 4 9 3891058.91116 1298685.72726 4868052.13096 0.00096 0.00047 0.00109
2020 7 14 3891058.80959 1298685.68294 4868051.96334 0.00100 0.00049 0.00106
2020 7 15 3891058.80997 1298685.68278 4868051.96540 0.00063 0.00031 0.00072
2020 7 16 3891058.81586 1298685.68357 4868051.97030 0.00057 0.00028 0.00070
2020 7 17 3891058.80291 1298685.68239 4868051.95507 0.00063 0.00031 0.00073
2020 7 18 3891058.81436 1298685.67924 4868051.96909 0.00050 0.00026 0.00057
2020 7 19 3891058.81263 1298685.68202 4868051.96311 0.00060 0.00028 0.00069
2020 7 20 3891058.81657 1298685.68214 4868051.96865 0.00066 0.00032 0.00077
2020 7 21 3891058.81141 1298685.68302 4868051.96186 0.00060 0.00029 0.00069
2020 7 22 3891058.81200 1298685.68281 4868051.96374 0.00060 0.00030 0.00070
2020 7 23 3891058.81189 1298685.68259 4868051.96125 0.00053 0.00026 0.00063
2020 7 24 3891058.80911 1298685.67894 4868051.95427 0.00055 0.00028 0.00062
2020 7 25 3891058.80852 1298685.68307 4868051.95315 0.00054 0.00026 0.00062
2020 7 26 3891058.81043 1298685.68085 4868051.95451 0.00060 0.00029 0.00068
2020 7 27 3891058.80578 1298685.68193 4868051.95143 0.00058 0.00027 0.00064
2020 7 28 3891058.80675 1298685.67909 4868051.94956 0.00063 0.00029 0.00071
2020 7 29 3891058.80180 1298685.67800 4868051.94042 0.00087 0.00042 0.00103
2020 7 30 3891058.80318 1298685.67954 4868051.94450 0.00079 0.00040 0.00088
2020 7 31 3891058.80360 1298685.67943 4868051.94443 0.00058 0.00027 0.00066
2020 8 1 3891058.80803 1298685.68085 4868051.94708 0.00065 0.00032 0.00079
2020 8 2 3891058.80530 1298685.68332 4868051.94293 0.00068 0.00034 0.00080
2020 8 3 3891058.80065 1298685.67819 4868051.93751 0.00054 0.00027 0.00063
2020 8 4 3891058.80493 1298685.67784 4868051.94061 0.00060 0.00031 0.00070
2020 8 5 3891058.79816 1298685.67511 4868051.93634 0.00059 0.00029 0.00068
2020 8 6 3891058.79945 1298685.67905 4868051.93291 0.00074 0.00038 0.00086
2020 8 7 3891058.79679 1298685.67895 4868051.92854 0.00063 0.00032 0.00074
2020 8 9 3891058.79695 1298685.67948 4868051.92495 0.00076 0.00037 0.00088
2020 8 10 3891058.79642 1298685.68047 4868051.92860 0.00086 0.00043 0.00099
2020 8 11 3891058.79545 1298685.67916 4868051.92508 0.00069 0.00034 0.00080
2020 8 12 3891058.79649 1298685.67714 4868051.92454 0.00068 0.00034 0.00076
2020 8 13 3891058.79209 1298685.67816 4868051.91727 0.00069 0.00033 0.00078
2020 8 14 3891058.78959 1298685.67874 4868051.91173 0.00064 0.00032 0.00076
2020 8 15 3891058.79612 1298685.67773 4868051.91993 0.00059 0.00030 0.00069
2020 8 16 3891058.78834 1298685.67769 4868051.90988 0.00061 0.00029 0.00072
2020 8 17 3891058.78841 1298685.67624 4868051.90531 0.00065 0.00032 0.00078
2020 8 18 3891058.78911 1298685.67679 4868051.91164 0.00061 0.00033 0.00072
2020 8 19 3891058.79521 1298685.67577 4868051.90949 0.00061 0.00030 0.00070
2020 8 20 3891058.78792 1298685.67945 4868051.90563 0.00060 0.00029 0.00070
2020 8 21 3891058.78454 1298685.67669 4868051.90295 0.00073 0.00037 0.00084
2020 8 22 3891058.78595 1298685.67703 4868051.89851 0.00070 0.00035 0.00081
2020 8 23 3891058.78802 1298685.67697 4868051.90016 0.00067 0.00034 0.00075
2020 8 24 3891058.78506 1298685.67647 4868051.89683 0.00061 0.00031 0.00072
2020 8 25 3891058.79122 1298685.67891 4868051.90387 0.00059 0.00029 0.00070
2020 8 26 3891058.78344 1298685.67797 4868051.89266 0.00069 0.00033 0.00079
2020 8 27 3891058.78356 1298685.67698 4868051.89444 0.00057 0.00029 0.00066
2020 8 28 3891058.77597 1298685.67442 4868051.88432 0.00059 0.00030 0.00070
2020 8 29 3891058.77646 1298685.67121 4868051.88306 0.00061 0.00030 0.00070
2020 8 30 3891058.78157 1298685.67437 4868051.88965 0.00072 0.00039 0.00085
2020 8 31 3891058.78406 1298685.67699 4868051.88775 0.00059 0.00030 0.00072
2020 9 1 3891058.78517 1298685.67419 4868051.89023 0.00079 0.00041 0.00090
2020 9 2 3891058.78310 1298685.67496 4868051.88413 0.00055 0.00028 0.00064
2020 9 3 3891058.78067 1298685.67763 4868051.88494 0.00052 0.00027 0.00061
2020 9 4 3891058.77853 1298685.67639 4868051.88010 0.00058 0.00029 0.00068
2020 9 5 3891058.78005 1298685.67453 4868051.87675 0.00065 0.00032 0.00073
2020 9 6 3891058.78102 1298685.67565 4868051.88393 0.00052 0.00026 0.00060
2020 9 8 3891058.77488 1298685.67610 4868051.87040 0.00061 0.00028 0.00068
2020 9 9 3891058.77557 1298685.67574 4868051.86853 0.00050 0.00024 0.00059
2020 9 10 3891058.77557 1298685.67551 4868051.87138 0.00060 0.00031 0.00070
2020 9 11 3891058.77426 1298685.67661 4868051.86884 0.00059 0.00029 0.00067
2020 9 12 3891058.77254 1298685.67499 4868051.86382 0.00054 0.00027 0.00063
2020 9 13 3891058.76931 1298685.67493 4868051.85875 0.00076 0.00037 0.00090
2020 9 14 3891058.77342 1298685.67754 4868051.86192 0.00053 0.00027 0.00063
2020 9 15 3891058.77200 1298685.67903 4868051.85551 0.00064 0.00033 0.00075
2020 9 16 3891058.77173 1298685.67445 4868051.85530 0.00052 0.00026 0.00061
2020 9 17 3891058.76569 1298685.67448 4868051.85165 0.00059 0.00029 0.00070
2020 9 18 3891058.76553 1298685.67479 4868051.84873 0.00039 0.00018 0.00046
2020 9 19 3891058.76734 1298685.67791 4868051.84970 0.00045 0.00023 0.00053
2020 9 20 3891058.76489 1298685.67462 4868051.84507 0.00053 0.00028 0.00063
2020 9 21 3891058.76395 1298685.67323 4868051.84317 0.00054 0.00026 0.00063
2020 9 22 3891058.76644 1298685.67671 4868051.84304 0.00051 0.00025 0.00060
2020 9 23 3891058.76161 1298685.67494 4868051.83969 0.00052 0.00026 0.00062
2020 9 24 3891058.76445 1298685.67295 4868051.83653 0.00045 0.00022 0.00053
2020 9 25 3891058.76278 1298685.67650 4868051.83626 0.00049 0.00026 0.00057
2020 9 26 3891058.75793 1298685.66989 4868051.82874 0.00051 0.00026 0.00062
2020 9 27 3891058.76197 1298685.67365 4868051.83197 0.00061 0.00031 0.00074
2020 9 28 3891058.76315 1298685.68349 4868051.83261 0.00068 0.00038 0.00077
2020 9 29 3891058.76420 1298685.67428 4868051.83332 0.00052 0.00026 0.00059
2020 9 30 3891058.76383 1298685.67259 4868051.83193 0.00057 0.00029 0.00066
2020 10 1 3891058.76564 1298685.67455 4868051.83347 0.00056 0.00029 0.00066
2020 10 2 3891058.76296 1298685.67352 4868051.82695 0.00054 0.00027 0.00063
2020 10 3 3891058.76105 1298685.67407 4868051.81964 0.00049 0.00024 0.00058
2020 10 4 3891058.76249 1298685.67134 4868051.81756 0.00061 0.00032 0.00071
2020 10 5 3891058.76615 1298685.67531 4868051.82267 0.00048 0.00025 0.00055
2020 10 6 3891058.75843 1298685.67376 4868051.81513 0.00062 0.00031 0.00073
2020 10 7 3891058.75612 1298685.67274 4868051.81308 0.00044 0.00021 0.00051
2020 10 8 3891058.75353 1298685.67184 4868051.80755 0.00047 0.00024 0.00056
2020 10 10 3891058.75473 1298685.67193 4868051.80872 0.00054 0.00027 0.00064
2020 10 11 3891058.75400 1298685.66748 4868051.80735 0.00050 0.00027 0.00061
2020 10 12 3891058.75364 1298685.66558 4868051.80620 0.00066 0.00034 0.00078
2020 10 13 3891058.76099 1298685.67361 4868051.81621 0.00042 0.00022 0.00049
2020 10 14 3891058.75604 1298685.67092 4868051.80827 0.00042 0.00022 0.00049
2020 10 15 3891058.75781 1298685.67108 4868051.80707 0.00047 0.00023 0.00053
2020 10 16 3891058.75255 1298685.67298 4868051.80034 0.00050 0.00027 0.00057
2020 10 17 3891058.75388 1298685.67034 4868051.79814 0.00045 0.00023 0.00055
2020 10 18 3891058.75340 1298685.67076 4868051.79697 0.00047 0.00023 0.00055
2020 10 19 3891058.75032 1298685.67235 4868051.79482 0.00041 0.00019 0.00047
2020 10 20 3891058.74808 1298685.67073 4868051.79261 0.00037 0.00018 0.00043
2020 10 21 3891058.75132 1298685.67295 4868051.79479 0.00041 0.00020 0.00048
2020 10 22 3891058.74276 1298685.67085 4868051.78277 0.00050 0.00026 0.00059
2020 10 23 3891058.74290 1298685.67087 4868051.78042 0.00048 0.00022 0.00056
2020 10 24 3891058.74500 1298685.67098 4868051.78807 0.00059 0.00031 0.00070
2020 10 25 3891058.74931 1298685.67152 4868051.78175 0.00041 0.00021 0.00049
2020 10 26 3891058.73916 1298685.67060 4868051.77485 0.00042 0.00020 0.00051
2020 10 27 3891058.74234 1298685.67102 4868051.77679 0.00053 0.00025 0.00060
2020 10 28 3891058.74849 1298685.67460 4868051.78031 0.00049 0.00023 0.00056
2020 10 29 3891058.74407 1298685.67261 4868051.77574 0.00051 0.00024 0.00061
2020 10 30 3891058.74439 1298685.67051 4868051.77803 0.00055 0.00027 0.00062
2020 10 31 3891058.74267 1298685.66572 4868051.77483 0.00050 0.00025 0.00059
2020 11 1 3891058.74419 1298685.67137 4868051.77399 0.00049 0.00023 0.00059
2020 11 2 3891058.74294 1298685.66980 4868051.76822 0.00072 0.00044 0.00083
2020 11 3 3891058.74678 1298685.67151 4868051.77172 0.00046 0.00023 0.00057
2020 11 4 3891058.74096 1298685.67662 4868051.77175 0.00050 0.00027 0.00056
2020 11 5 3891058.73727 1298685.66261 4868051.76178 0.00044 0.00021 0.00051
2020 11 6 3891058.73931 1298685.66929 4868051.76292 0.00040 0.00020 0.00046
2020 11 7 3891058.74136 1298685.67143 4868051.76083 0.00043 0.00021 0.00052
2020 11 8 3891058.73689 1298685.67068 4868051.75340 0.00045 0.00021 0.00053
2020 11 9 3891058.73755 1298685.67097 4868051.75686 0.00043 0.00022 0.00053
2020 11 10 3891058.73542 1298685.67086 4868051.75314 0.00042 0.00021 0.00049
2020 11 11 3891058.73783 1298685.66913 4868051.75195 0.00040 0.00019 0.00048
2020 11 12 3891058.73510 1298685.66968 4868051.74874 0.00043 0.00021 0.00051
2020 11 13 3891058.73470 1298685.66962 4868051.74567 0.00045 0.00021 0.00052
2020 11 14 3891058.73558 1298685.66964 4868051.74601 0.00048 0.00023 0.00058
2020 11 15 3891058.73503 1298685.67023 4868051.74339 0.00044 0.00021 0.00053
2020 11 16 3891058.73492 1298685.66864 4868051.74224 0.00050 0.00023 0.00059
2020 11 17 3891058.72827 1298685.66701 4868051.73722 0.00041 0.00019 0.00048
2020 11 18 3891058.73041 1298685.66820 4868051.73387 0.00043 0.00021 0.00051
2020 11 19 3891058.72661 1298685.66508 4868051.72929 0.00069 0.00038 0.00078
2020 11 20 3891058.73118 1298685.66768 4868051.73492 0.00046 0.00023 0.00053
2020 11 21 3891058.72910 1298685.66717 4868051.72743 0.00045 0.00022 0.00055
2020 11 22 3891058.73044 1298685.66784 4868051.72863 0.00048 0.00023 0.00058
2020 11 23 3891058.73058 1298685.66733 4868051.72785 0.00054 0.00025 0.00062
2020 11 24 3891058.72774 1298685.66715 4868051.72250 0.00044 0.00021 0.00051
2020 11 25 3891058.72216 1298685.65907 4868051.71441 0.00063 0.00035 0.00073
2020 11 26 3891058.72738 1298685.66626 4868051.71901 0.00042 0.00021 0.00050
2020 11 27 3891058.73019 1298685.66817 4868051.72043 0.00041 0.00020 0.00049
2020 11 28 3891058.73286 1298685.66997 4868051.72363 0.00043 0.00021 0.00051
2020 11 29 3891058.73428 1298685.66729 4868051.72173 0.00044 0.00021 0.00055
2020 11 30 3891058.72670 1298685.66601 4868051.71460 0.00041 0.00019 0.00048
2020 12 1 3891058.72752 1298685.66527 4868051.71383 0.00041 0.00020 0.00048
2020 12 2 3891058.72809 1298685.66406 4868051.71058 0.00042 0.00021 0.00050
2020 12 3 3891058.72700 1298685.66279 4868051.70951 0.00046 0.00022 0.00054
2020 12 4 3891058.72168 1298685.66356 4868051.69954 0.00052 0.00026 0.00062
2020 12 5 3891058.71824 1298685.66373 4868051.69578 0.00057 0.00027 0.00066
2020 12 6 3891058.71110 1298685.66144 4868051.68556 0.00060 0.00028 0.00070
2020 12 7 3891058.71645 1298685.66029 4868051.68861 0.00056 0.00026 0.00065
2020 12 8 3891058.72484 1298685.66336 4868051.69981 0.00051 0.00026 0.00060
2020 12 9 3891058.71897 1298685.65726 4868051.69072 0.00050 0.00025 0.00060
2020 12 10 3891058.72521 1298685.66221 4868051.69743 0.00039 0.00019 0.00047
2020 12 11 3891058.72688 1298685.66382 4868051.69723 0.00042 0.00021 0.00049
2020 12 12 3891058.72838 1298685.66349 4868051.69454 0.00043 0.00022 0.00052
2020 12 13 3891058.72707 1298685.66396 4868051.69403 0.00041 0.00020 0.00050
2020 12 14 3891058.72274 1298685.66317 4868051.68611 0.00047 0.00024 0.00056
2020 12 15 3891058.71796 1298685.65437 4868051.68119 0.00061 0.00031 0.00072
2020 12 16 3891058.71741 1298685.65777 4868051.68021 0.00071 0.00045 0.00081
2020 12 17 3891058.72173 1298685.65716 4868051.68393 0.00045 0.00023 0.00053
2020 12 18 3891058.72127 1298685.65634 4868051.67828 0.00039 0.00019 0.00043
2020 12 19 3891058.71969 1298685.65825 4868051.67810 0.00044 0.00021 0.00052
2020 12 20 3891058.72075 1298685.66081 4868051.67556 0.00041 0.00020 0.00049
