YYYY MM DD       X              Y                Z          mX       mY     mZ
2020 6 5 3890987.7610619 1300010.4783496 4867786.3410243 0.00046 0.00023 0.00055
2020 6 6 3890987.7611880 1300010.4796625 4867786.3392143 0.00044 0.00022 0.00053
2020 6 7 3890987.8386177 1300010.5469496 4867786.3493352 0.00480 0.00354 0.00593
2020 6 8 3890987.7688286 1300010.4800239 4867786.3487187 0.00047 0.00023 0.00056
2020 6 9 3890987.7897945 1300010.5187805 4867786.3620333 0.00367 0.00268 0.00437
2020 6 11 3890987.7611769 1300010.4811113 4867786.3408743 0.00049 0.00025 0.00058
2020 6 12 3890987.7957677 1300010.5199342 4867786.3793052 0.00410 0.00299 0.00492
2020 6 13 3890987.7637226 1300010.4783947 4867786.3471018 0.00062 0.00031 0.00074
2020 6 14 3890987.7636982 1300010.4814697 4867786.3426529 0.00046 0.00022 0.00054
2020 6 15 3890987.7649612 1300010.4791719 4867786.3453391 0.00048 0.00025 0.00058
2020 6 16 3890987.7682121 1300010.4789219 4867786.3485079 0.00049 0.00025 0.00059
2020 6 17 3890987.7663431 1300010.4787570 4867786.3387173 0.00056 0.00027 0.00064
2020 6 18 3890987.7628144 1300010.4773040 4867786.3426662 0.00060 0.00030 0.00069
2020 6 19 3890987.7633722 1300010.4812581 4867786.3456922 0.00050 0.00026 0.00061
2020 6 20 3890987.7633401 1300010.4792303 4867786.3422167 0.00047 0.00024 0.00055
2020 6 21 3890987.7611314 1300010.4764053 4867786.3371031 0.00046 0.00022 0.00054
2020 6 22 3890987.7639097 1300010.4802219 4867786.3434200 0.00048 0.00023 0.00057
2020 6 23 3890987.7893997 1300010.4814587 4867786.3061936 0.00438 0.00334 0.00533
2020 6 24 3890987.7624576 1300010.4814487 4867786.3425008 0.00055 0.00028 0.00064
2020 6 25 3890987.7605929 1300010.4793981 4867786.3391493 0.00052 0.00026 0.00061
2020 6 26 3890987.7599713 1300010.4736164 4867786.3375750 0.00072 0.00040 0.00084
2020 6 27 3890987.7569203 1300010.4779659 4867786.3356988 0.00058 0.00029 0.00068
2020 6 28 3890987.8033635 1300010.5047123 4867786.3312450 0.00502 0.00376 0.00603
2020 6 29 3890987.8008594 1300010.4992080 4867786.3634886 0.00461 0.00345 0.00559
2020 7 6 3890987.7569256 1300010.4755011 4867786.3377645 0.00055 0.00028 0.00066
2020 7 7 3890987.7587837 1300010.4777813 4867786.3378060 0.00039 0.00019 0.00046
2020 7 8 3890987.7588009 1300010.4779575 4867786.3400134 0.00039 0.00019 0.00046
2020 7 9 3890987.8204792 1300010.5337886 4867786.3652916 0.00439 0.00336 0.00515
2020 7 10 3890987.7557658 1300010.4747642 4867786.3343075 0.00054 0.00026 0.00063
2020 7 11 3890987.7644297 1300010.4761579 4867786.3390631 0.00055 0.00026 0.00061
2020 7 12 3890987.7588718 1300010.4767427 4867786.3389570 0.00050 0.00025 0.00060
2020 7 13 3890987.7579598 1300010.4779625 4867786.3381084 0.00044 0.00023 0.00052
2020 7 14 3890987.7542327 1300010.4768983 4867786.3360006 0.00047 0.00025 0.00055
2020 7 15 3890987.7661930 1300010.4819694 4867786.3478274 0.00048 0.00024 0.00059
2020 7 16 3890987.7594156 1300010.4807095 4867786.3401300 0.00051 0.00026 0.00062
2020 7 18 3890987.7588270 1300010.4760027 4867786.3372805 0.00051 0.00027 0.00060
2020 7 19 3890987.7545868 1300010.4791041 4867786.3331329 0.00050 0.00024 0.00059
2020 7 21 3890987.7616705 1300010.4806180 4867786.3408697 0.00049 0.00024 0.00058
2020 7 22 3890987.7636082 1300010.4814594 4867786.3427963 0.00051 0.00025 0.00061
2020 7 23 3890987.7588560 1300010.4785618 4867786.3405664 0.00045 0.00022 0.00053
2020 7 24 3890987.7561110 1300010.4774314 4867786.3349961 0.00048 0.00023 0.00057
2020 7 25 3890987.7588237 1300010.4776318 4867786.3389504 0.00046 0.00023 0.00055
2020 7 26 3890987.7586715 1300010.4771715 4867786.3367547 0.00052 0.00026 0.00061
2020 7 27 3890987.7587755 1300010.4773396 4867786.3387702 0.00052 0.00025 0.00062
2020 7 28 3890987.7617199 1300010.4790469 4867786.3426695 0.00059 0.00029 0.00069
2020 7 29 3890987.7566969 1300010.4778934 4867786.3364774 0.00052 0.00027 0.00063
2020 7 30 3890987.7542499 1300010.4757687 4867786.3370881 0.00046 0.00023 0.00054
2020 7 31 3890987.7534941 1300010.4773424 4867786.3379288 0.00047 0.00023 0.00056
2020 8 2 3890987.7601061 1300010.4791297 4867786.3413212 0.00056 0.00029 0.00066
2020 8 3 3890987.7582879 1300010.4764413 4867786.3354452 0.00052 0.00026 0.00061
2020 8 4 3890987.7510125 1300010.4741638 4867786.3287489 0.00058 0.00030 0.00067
2020 8 5 3890987.7575277 1300010.4788597 4867786.3341940 0.00052 0.00026 0.00061
2020 8 6 3890987.7564259 1300010.4765628 4867786.3362337 0.00047 0.00024 0.00055
2020 8 7 3890987.7529198 1300010.4760405 4867786.3314772 0.00055 0.00028 0.00066
2020 8 9 3890987.7582064 1300010.4762780 4867786.3381974 0.00062 0.00031 0.00072
2020 8 10 3890987.7626291 1300010.4788303 4867786.3429497 0.00059 0.00030 0.00069
2020 8 11 3890987.7572287 1300010.4759884 4867786.3365696 0.00065 0.00033 0.00077
2020 8 12 3890987.7568304 1300010.4760719 4867786.3356940 0.00057 0.00029 0.00066
2020 8 13 3890987.7509068 1300010.4766196 4867786.3358904 0.00057 0.00029 0.00066
2020 8 14 3890987.7596743 1300010.4787335 4867786.3402218 0.00055 0.00029 0.00066
2020 8 15 3890987.7589239 1300010.4765150 4867786.3390708 0.00054 0.00027 0.00065
2020 8 16 3890987.7507407 1300010.4742890 4867786.3310311 0.00057 0.00029 0.00067
2020 8 17 3890987.7521267 1300010.4731622 4867786.3260084 0.00064 0.00032 0.00075
2020 8 18 3890987.7615507 1300010.4798605 4867786.3409284 0.00059 0.00031 0.00069
2020 8 19 3890987.7466059 1300010.4704212 4867786.3201327 0.00051 0.00025 0.00060
2020 8 20 3890987.7556237 1300010.4833629 4867786.3323074 0.00055 0.00028 0.00063
2020 8 21 3890987.7552525 1300010.4762184 4867786.3357301 0.00059 0.00030 0.00070
2020 8 22 3890987.7585552 1300010.4771188 4867786.3369851 0.00062 0.00033 0.00073
2020 8 23 3890987.7558401 1300010.4771393 4867786.3325296 0.00056 0.00029 0.00066
2020 8 24 3890987.7565915 1300010.4772357 4867786.3333443 0.00054 0.00027 0.00064
2020 8 25 3890987.7568511 1300010.4774701 4867786.3355975 0.00052 0.00026 0.00063
2020 8 26 3890987.7567745 1300010.4769094 4867786.3373020 0.00060 0.00030 0.00071
2020 8 27 3890987.7585901 1300010.4770922 4867786.3387766 0.00052 0.00026 0.00061
2020 8 28 3890987.7558337 1300010.4749629 4867786.3345586 0.00059 0.00030 0.00068
2020 8 29 3890987.7538091 1300010.4769976 4867786.3299545 0.00059 0.00029 0.00069
2020 8 30 3890987.7573372 1300010.4780589 4867786.3364866 0.00063 0.00034 0.00073
2020 8 31 3890987.7571172 1300010.4763039 4867786.3352546 0.00053 0.00027 0.00065
2020 9 1 3890987.7537334 1300010.4753995 4867786.3292329 0.00069 0.00036 0.00081
2020 9 2 3890987.7564985 1300010.4783975 4867786.3337136 0.00052 0.00026 0.00061
2020 9 3 3890987.7553076 1300010.4773142 4867786.3331646 0.00048 0.00025 0.00058
2020 9 5 3890987.7571798 1300010.4729024 4867786.3321111 0.00057 0.00028 0.00066
2020 9 6 3890987.7520140 1300010.4783686 4867786.3371522 0.00049 0.00025 0.00058
2020 9 8 3890987.7530717 1300010.4758947 4867786.3295798 0.00070 0.00033 0.00082
2020 9 9 3890987.7545009 1300010.4741873 4867786.3306085 0.00048 0.00024 0.00058
2020 9 10 3890987.7514907 1300010.4746647 4867786.3305672 0.00058 0.00031 0.00069
2020 9 12 3890987.7552521 1300010.4760313 4867786.3323393 0.00050 0.00025 0.00060
2020 9 13 3890987.7510615 1300010.4748534 4867786.3305936 0.00050 0.00025 0.00060
2020 9 14 3890987.7528678 1300010.4770251 4867786.3296386 0.00042 0.00021 0.00051
2020 9 15 3890987.7541432 1300010.4777565 4867786.3316389 0.00057 0.00029 0.00067
2020 9 16 3890987.7587307 1300010.4761580 4867786.3386014 0.00047 0.00024 0.00056
2020 9 17 3890987.7497516 1300010.4773750 4867786.3309739 0.00053 0.00028 0.00066
2020 9 18 3890987.7537009 1300010.4742863 4867786.3329917 0.00053 0.00030 0.00062
2020 9 19 3890987.7591649 1300010.4778961 4867786.3368398 0.00043 0.00021 0.00051
2020 9 20 3890987.7541512 1300010.4766721 4867786.3326105 0.00059 0.00033 0.00072
2020 9 21 3890987.7511519 1300010.4743129 4867786.3292349 0.00045 0.00022 0.00052
2020 9 22 3890987.7541829 1300010.4764988 4867786.3321098 0.00048 0.00024 0.00056
2020 9 23 3890987.7572302 1300010.4793873 4867786.3345886 0.00048 0.00025 0.00057
2020 9 24 3890987.7553497 1300010.4761901 4867786.3328020 0.00043 0.00022 0.00052
2020 9 25 3890987.7523672 1300010.4756875 4867786.3309361 0.00047 0.00025 0.00055
2020 9 26 3890987.7569572 1300010.4758055 4867786.3311461 0.00044 0.00023 0.00053
2020 9 27 3890987.7550227 1300010.4760784 4867786.3302670 0.00043 0.00023 0.00052
2020 9 28 3890987.7528008 1300010.4853130 4867786.3298689 0.00061 0.00034 0.00069
2020 9 29 3890987.7488609 1300010.4710502 4867786.3235496 0.00055 0.00027 0.00062
2020 9 30 3890987.7488009 1300010.4718741 4867786.3282615 0.00056 0.00028 0.00065
2020 10 1 3890987.7441506 1300010.4749687 4867786.3171903 0.00054 0.00028 0.00063
2020 10 2 3890987.7479720 1300010.4746208 4867786.3214812 0.00057 0.00030 0.00066
2020 10 3 3890987.7582785 1300010.4754299 4867786.3330006 0.00059 0.00030 0.00070
2020 10 4 3890987.7532872 1300010.4737010 4867786.3240617 0.00058 0.00030 0.00068
2020 10 5 3890987.7576169 1300010.4756319 4867786.3304801 0.00052 0.00027 0.00060
2020 10 7 3890987.7551723 1300010.4762584 4867786.3302706 0.00050 0.00024 0.00059
2020 10 8 3890987.7517714 1300010.4763672 4867786.3262943 0.00045 0.00023 0.00054
2020 10 10 3890987.7504939 1300010.4729824 4867786.3260984 0.00045 0.00023 0.00055
2020 10 11 3890987.7530762 1300010.4762737 4867786.3278407 0.00048 0.00026 0.00059
2020 10 12 3890987.7508595 1300010.4762417 4867786.3246987 0.00053 0.00028 0.00066
2020 10 13 3890987.7514285 1300010.4727273 4867786.3239826 0.00045 0.00024 0.00054
2020 10 14 3890987.7514185 1300010.4731370 4867786.3273661 0.00040 0.00020 0.00047
2020 10 15 3890987.7595950 1300010.4735277 4867786.3340309 0.00039 0.00020 0.00047
2020 10 16 3890987.7465687 1300010.4722714 4867786.3230830 0.00049 0.00025 0.00058
2020 10 17 3890987.7535391 1300010.4772309 4867786.3260214 0.00045 0.00023 0.00055
2020 10 18 3890987.7463592 1300010.4722710 4867786.3216064 0.00042 0.00021 0.00051
2020 10 19 3890987.7491526 1300010.4747456 4867786.3241939 0.00046 0.00023 0.00056
2020 10 20 3890987.7464756 1300010.4729394 4867786.3205875 0.00053 0.00026 0.00061
2020 10 21 3890987.7524012 1300010.4732224 4867786.3258110 0.00043 0.00022 0.00051
2020 10 22 3890987.7490978 1300010.4763269 4867786.3271899 0.00046 0.00024 0.00055
2020 10 23 3890987.7550500 1300010.4761232 4867786.3282519 0.00064 0.00030 0.00074
2020 10 24 3890987.7508435 1300010.4762303 4867786.3245789 0.00055 0.00030 0.00064
2020 10 25 3890987.7505839 1300010.4731016 4867786.3279266 0.00053 0.00026 0.00062
2020 10 26 3890987.7550332 1300010.4782240 4867786.3300503 0.00045 0.00023 0.00054
2020 10 27 3890987.7519843 1300010.4743210 4867786.3264780 0.00039 0.00020 0.00048
2020 10 28 3890987.7553489 1300010.4747659 4867786.3305135 0.00042 0.00022 0.00051
2020 10 29 3890987.7451006 1300010.4738558 4867786.3194086 0.00045 0.00024 0.00053
2020 10 30 3890987.7467932 1300010.4711431 4867786.3215637 0.00050 0.00026 0.00058
2020 10 31 3890987.7518707 1300010.4741714 4867786.3269017 0.00047 0.00024 0.00054
2020 11 1 3890987.7486579 1300010.4682777 4867786.3153097 0.00052 0.00028 0.00061
2020 11 2 3890987.7362680 1300010.4691802 4867786.3105678 0.00070 0.00046 0.00081
2020 11 3 3890987.7460479 1300010.4738140 4867786.3201069 0.00045 0.00023 0.00054
2020 11 4 3890987.7463021 1300010.4787257 4867786.3267920 0.00047 0.00025 0.00057
2020 11 5 3890987.7438856 1300010.4714898 4867786.3184588 0.00044 0.00023 0.00054
2020 11 6 3890987.7528722 1300010.4729284 4867786.3292320 0.00046 0.00023 0.00056
2020 11 7 3890987.7495183 1300010.4744169 4867786.3249043 0.00047 0.00022 0.00055
2020 11 8 3890987.7504417 1300010.4743248 4867786.3248428 0.00047 0.00023 0.00057
2020 11 9 3890987.7472296 1300010.4756069 4867786.3273243 0.00051 0.00026 0.00061
2020 11 10 3890987.7498105 1300010.4802039 4867786.3273653 0.00041 0.00021 0.00049
2020 11 11 3890987.7462470 1300010.4733829 4867786.3216275 0.00041 0.00021 0.00049
2020 11 12 3890987.7501047 1300010.4754253 4867786.3257053 0.00038 0.00019 0.00047
2020 11 13 3890987.7499860 1300010.4746167 4867786.3252289 0.00040 0.00020 0.00049
2020 11 14 3890987.7515988 1300010.4751788 4867786.3274484 0.00043 0.00022 0.00053
2020 11 15 3890987.7490923 1300010.4739324 4867786.3229278 0.00043 0.00021 0.00051
2020 11 16 3890987.7483643 1300010.4756843 4867786.3225605 0.00045 0.00022 0.00054
2020 11 17 3890987.7407595 1300010.4718247 4867786.3156433 0.00044 0.00022 0.00053
2020 11 18 3890987.7483450 1300010.4726958 4867786.3236994 0.00053 0.00029 0.00064
2020 11 19 3890987.7453865 1300010.4726275 4867786.3222868 0.00058 0.00034 0.00068
2020 11 20 3890987.7508905 1300010.4773495 4867786.3263250 0.00056 0.00029 0.00065
2020 11 21 3890987.7497857 1300010.4733115 4867786.3250505 0.00050 0.00029 0.00061
2020 11 22 3890987.7506960 1300010.4746969 4867786.3267035 0.00044 0.00022 0.00053
2020 11 23 3890987.7508199 1300010.4748523 4867786.3262534 0.00054 0.00028 0.00064
2020 11 24 3890987.7491946 1300010.4762734 4867786.3270421 0.00048 0.00024 0.00055
2020 11 25 3890987.7564964 1300010.4747093 4867786.3309391 0.00057 0.00032 0.00068
2020 11 26 3890987.7472724 1300010.4795504 4867786.3215222 0.00075 0.00050 0.00072
2020 11 27 3890987.7425173 1300010.4742351 4867786.3238907 0.00042 0.00021 0.00050
2020 11 28 3890987.7490121 1300010.4758016 4867786.3202370 0.00042 0.00020 0.00051
2020 11 29 3890987.7542693 1300010.4745092 4867786.3268605 0.00044 0.00022 0.00054
2020 11 30 3890987.7442091 1300010.4749030 4867786.3201880 0.00059 0.00028 0.00068
2020 12 1 3890987.7518056 1300010.4748333 4867786.3290827 0.00044 0.00022 0.00052
2020 12 2 3890987.7521964 1300010.4746821 4867786.3293256 0.00045 0.00023 0.00053
2020 12 3 3890987.7517766 1300010.4757995 4867786.3269945 0.00046 0.00023 0.00054
2020 12 4 3890987.7500304 1300010.4763683 4867786.3270907 0.00046 0.00025 0.00055
2020 12 5 3890987.7484305 1300010.4742655 4867786.3265828 0.00053 0.00025 0.00064
2020 12 6 3890987.7481570 1300010.4761216 4867786.3188077 0.00053 0.00025 0.00066
2020 12 7 3890987.7519004 1300010.4753616 4867786.3298112 0.00048 0.00023 0.00057
2020 12 8 3890987.7497841 1300010.4745473 4867786.3240993 0.00044 0.00022 0.00054
2020 12 9 3890987.7504377 1300010.4749268 4867786.3266975 0.00041 0.00020 0.00050
2020 12 10 3890987.7499244 1300010.4732374 4867786.3255709 0.00042 0.00020 0.00050
2020 12 11 3890987.7497207 1300010.4723704 4867786.3225739 0.00044 0.00022 0.00052
2020 12 12 3890987.7541280 1300010.4742679 4867786.3269136 0.00046 0.00023 0.00056
2020 12 13 3890987.7481752 1300010.4739415 4867786.3249891 0.00045 0.00022 0.00054
2020 12 14 3890987.7491626 1300010.4698684 4867786.3214464 0.00039 0.00019 0.00048
2020 12 15 3890987.7490160 1300010.4716807 4867786.3220659 0.00044 0.00022 0.00054
2020 12 16 3890987.7439348 1300010.4708964 4867786.3193682 0.00066 0.00039 0.00077
2020 12 17 3890987.7486485 1300010.4724339 4867786.3244942 0.00042 0.00021 0.00049
2020 12 18 3890987.7443632 1300010.4730812 4867786.3233187 0.00037 0.00019 0.00045
2020 12 19 3890987.7453434 1300010.4734844 4867786.3189461 0.00043 0.00021 0.00051
2020 12 20 3890987.7454172 1300010.4726861 4867786.3196417 0.00041 0.00020 0.00049
2020 12 21 3890987.7446958 1300010.4722328 4867786.3201978 0.00043 0.00021 0.00052
2020 12 22 3890987.7444036 1300010.4695432 4867786.3171666 0.00046 0.00024 0.00055
2020 12 23 3890987.7509145 1300010.4691868 4867786.3236653 0.00047 0.00025 0.00055
2020 12 24 3890987.7426107 1300010.4713200 4867786.3168150 0.00048 0.00024 0.00056
2020 12 25 3890987.7468613 1300010.4744364 4867786.3224588 0.00041 0.00020 0.00050
2020 12 26 3890987.7478310 1300010.4735085 4867786.3237659 0.00047 0.00022 0.00055
2020 12 27 3890987.7482665 1300010.4738670 4867786.3251433 0.00054 0.00026 0.00064
2020 12 28 3890987.7520402 1300010.4721722 4867786.3241237 0.00048 0.00023 0.00058
2020 12 29 3890987.7469585 1300010.4713933 4867786.3214097 0.00054 0.00027 0.00064
2020 12 30 3890987.7497482 1300010.4709551 4867786.3227098 0.00053 0.00027 0.00063
2020 12 31 3890987.7482798 1300010.4703245 4867786.3231856 0.00048 0.00026 0.00059
2021 1 1 3890987.7463770 1300010.4728903 4867786.3186761 0.00044 0.00022 0.00054
2021 1 2 3890987.7420008 1300010.4708124 4867786.3168797 0.00046 0.00022 0.00056
2021 1 3 3890987.7514328 1300010.4667490 4867786.3204569 0.00053 0.00029 0.00063
2021 1 4 3890987.7530533 1300010.4728828 4867786.3229985 0.00049 0.00024 0.00059
2021 1 5 3890987.7417922 1300010.4689437 4867786.3188094 0.00051 0.00027 0.00057
2021 1 6 3890987.7402006 1300010.4669641 4867786.3184832 0.00049 0.00024 0.00058
2021 1 7 3890987.7481192 1300010.4745776 4867786.3199990 0.00046 0.00022 0.00058
2021 1 8 3890987.7482070 1300010.4722813 4867786.3229841 0.00047 0.00025 0.00057
2021 1 9 3890987.7475651 1300010.4724425 4867786.3223419 0.00040 0.00020 0.00049
2021 1 10 3890987.7496436 1300010.4730848 4867786.3251421 0.00044 0.00022 0.00054
2021 1 11 3890987.7475709 1300010.4738424 4867786.3255683 0.00055 0.00029 0.00061
2021 1 12 3890987.7459004 1300010.4702643 4867786.3192301 0.00045 0.00023 0.00052
2021 1 13 3890987.7499336 1300010.4737187 4867786.3243546 0.00040 0.00020 0.00049
2021 1 14 3890987.7496944 1300010.4724829 4867786.3232273 0.00047 0.00022 0.00057
2021 1 15 3890987.7481115 1300010.4728136 4867786.3232671 0.00041 0.00021 0.00050
2021 1 16 3890987.7481264 1300010.4740973 4867786.3234742 0.00042 0.00021 0.00051
2021 1 17 3890987.7484651 1300010.4741882 4867786.3246094 0.00046 0.00025 0.00056
2021 1 18 3890987.7427451 1300010.4717986 4867786.3151208 0.00041 0.00020 0.00049
2021 1 19 3890987.7405057 1300010.4748252 4867786.3149759 0.00063 0.00035 0.00072
2021 1 20 3890987.7442649 1300010.4707151 4867786.3200424 0.00053 0.00028 0.00062
2021 1 21 3890987.7479239 1300010.4714481 4867786.3207581 0.00046 0.00023 0.00056
2021 1 22 3890987.7419708 1300010.4694030 4867786.3139098 0.00049 0.00023 0.00058
2021 1 23 3890987.7513975 1300010.4694766 4867786.3236663 0.00047 0.00024 0.00057
2021 1 24 3890987.7427747 1300010.4692053 4867786.3162320 0.00054 0.00028 0.00065
2021 1 25 3890987.7496411 1300010.4740625 4867786.3250701 0.00047 0.00026 0.00055
2021 1 26 3890987.7494098 1300010.4710963 4867786.3234937 0.00046 0.00023 0.00054
2021 1 27 3890987.7464923 1300010.4723009 4867786.3201346 0.00041 0.00020 0.00049
2021 1 28 3890987.7423605 1300010.4726524 4867786.3191914 0.00043 0.00021 0.00051
2021 1 29 3890987.7442855 1300010.4705247 4867786.3176713 0.00042 0.00022 0.00051
2021 1 30 3890987.7487069 1300010.4699258 4867786.3240638 0.00046 0.00022 0.00056
2021 1 31 3890987.7503030 1300010.4717289 4867786.3242525 0.00044 0.00023 0.00055
2021 2 1 3890987.7485197 1300010.4735962 4867786.3231057 0.00045 0.00023 0.00054
2021 2 2 3890987.7518812 1300010.4705836 4867786.3246721 0.00052 0.00029 0.00061
2021 2 3 3890987.7452494 1300010.4686613 4867786.3148972 0.00063 0.00037 0.00074
2021 2 4 3890987.7503791 1300010.4715397 4867786.3236687 0.00054 0.00027 0.00063
2021 2 5 3890987.7497021 1300010.4718298 4867786.3195167 0.00065 0.00031 0.00073
2021 2 6 3890987.7440736 1300010.4702659 4867786.3198104 0.00050 0.00033 0.00060
2021 2 7 3890987.7485730 1300010.4744623 4867786.3271930 0.00060 0.00039 0.00069
2021 2 8 3890987.7468454 1300010.4713075 4867786.3217094 0.00044 0.00023 0.00053
2021 2 9 3890987.7452142 1300010.4746313 4867786.3275222 0.00041 0.00020 0.00051
2021 2 10 3890987.7484327 1300010.4699772 4867786.3223828 0.00038 0.00018 0.00047
2021 2 11 3890987.7487726 1300010.4709517 4867786.3218747 0.00048 0.00022 0.00057
2021 2 12 3890987.7510479 1300010.4695035 4867786.3244046 0.00047 0.00027 0.00055
2021 2 13 3890987.7466909 1300010.4719652 4867786.3207690 0.00040 0.00019 0.00049
2021 2 14 3890987.7436645 1300010.4704880 4867786.3199131 0.00047 0.00026 0.00054
2021 2 15 3890987.7439492 1300010.4705823 4867786.3191147 0.00043 0.00021 0.00050
2021 2 16 3890987.7481558 1300010.4717284 4867786.3229969 0.00058 0.00032 0.00065
2021 2 17 3890987.7406164 1300010.4669577 4867786.3105259 0.00049 0.00025 0.00059
2021 2 18 3890987.7440951 1300010.4715999 4867786.3159127 0.00046 0.00024 0.00055
2021 2 19 3890987.7446947 1300010.4719482 4867786.3156210 0.00044 0.00022 0.00053
2021 2 20 3890987.7512283 1300010.4650006 4867786.3155082 0.00046 0.00024 0.00056
2021 2 21 3890987.7439068 1300010.4712392 4867786.3193927 0.00052 0.00030 0.00057
2021 2 22 3890987.7454868 1300010.4725642 4867786.3194971 0.00060 0.00029 0.00067
2021 2 23 3890987.7429233 1300010.4652574 4867786.3253678 0.00056 0.00028 0.00064
2021 2 24 3890987.7482417 1300010.4717621 4867786.3233752 0.00060 0.00030 0.00068
2021 2 25 3890987.7459975 1300010.4707997 4867786.3212688 0.00039 0.00019 0.00049
2021 2 26 3890987.7454993 1300010.4701822 4867786.3197407 0.00045 0.00022 0.00057
2021 2 27 3890987.7458916 1300010.4740276 4867786.3242972 0.00056 0.00031 0.00063
2021 2 28 3890987.7488741 1300010.4700299 4867786.3245624 0.00049 0.00024 0.00057
2021 3 1 3890987.7522541 1300010.4652702 4867786.3172845 0.00058 0.00045 0.00067
2021 3 2 3890987.7393909 1300010.4703591 4867786.3191380 0.00040 0.00020 0.00049
2021 3 3 3890987.7450078 1300010.4710307 4867786.3216558 0.00049 0.00024 0.00058
2021 3 4 3890987.7454261 1300010.4697740 4867786.3203990 0.00043 0.00022 0.00053
2021 3 5 3890987.7424252 1300010.4701851 4867786.3189920 0.00052 0.00027 0.00065
2021 3 6 3890987.7440106 1300010.4692997 4867786.3167126 0.00045 0.00023 0.00056
2021 3 7 3890987.7432894 1300010.4700108 4867786.3171027 0.00046 0.00023 0.00056
2021 3 8 3890987.7446693 1300010.4704066 4867786.3196245 0.00048 0.00023 0.00059
2021 3 9 3890987.7433296 1300010.4699139 4867786.3195555 0.00044 0.00021 0.00054
2021 3 10 3890987.7439790 1300010.4697498 4867786.3191795 0.00045 0.00023 0.00054
2021 3 11 3890987.7418670 1300010.4687668 4867786.3154941 0.00054 0.00028 0.00065
2021 3 12 3890987.7394416 1300010.4688645 4867786.3122510 0.00066 0.00034 0.00077
2021 3 13 3890987.7436282 1300010.4665318 4867786.3164405 0.00048 0.00026 0.00060
2021 3 14 3890987.7460146 1300010.4708184 4867786.3199116 0.00044 0.00022 0.00054
2021 3 15 3890987.7487610 1300010.4728839 4867786.3239585 0.00044 0.00022 0.00054
2021 3 16 3890987.7428678 1300010.4767350 4867786.3202937 0.00049 0.00025 0.00058
2021 3 17 3890987.7498790 1300010.4706628 4867786.3225873 0.00043 0.00022 0.00052
2021 3 18 3890987.7450309 1300010.4702984 4867786.3194268 0.00042 0.00021 0.00052
2021 3 19 3890987.7410805 1300010.4688901 4867786.3156563 0.00042 0.00020 0.00052
2021 3 20 3890987.7451279 1300010.4711368 4867786.3203414 0.00046 0.00024 0.00055
2021 3 21 3890987.7406750 1300010.4710941 4867786.3158084 0.00046 0.00025 0.00058
2021 3 22 3890987.7478617 1300010.4690735 4867786.3222032 0.00043 0.00021 0.00054
