YYYY MM DD       X              Y                Z          mX       mY     mZ
2020 1 12 3890987.7809744 1300010.5003884 4867786.3679172 0.00040 0.00020 0.00048
2020 1 13 3890987.7809126 1300010.4997823 4867786.3690999 0.00044 0.00022 0.00052
2020 1 14 3890987.7831198 1300010.4988704 4867786.3713381 0.00045 0.00023 0.00054
2020 1 16 3890987.7744341 1300010.4968058 4867786.3621439 0.00042 0.00022 0.00051
2020 1 17 3890987.7778497 1300010.4974450 4867786.3645593 0.00043 0.00022 0.00052
2020 1 18 3890987.7808474 1300010.4975502 4867786.3684793 0.00044 0.00022 0.00052
2020 1 19 3890987.7766056 1300010.4977692 4867786.3646764 0.00046 0.00023 0.00055
2020 1 20 3890987.7745131 1300010.4981127 4867786.3618662 0.00041 0.00021 0.00049
2020 1 21 3890987.7764099 1300010.4965088 4867786.3624187 0.00040 0.00020 0.00048
2020 1 22 3890987.7739756 1300010.4960425 4867786.3612781 0.00040 0.00020 0.00048
2020 1 24 3890987.7773679 1300010.4976896 4867786.3612462 0.00044 0.00022 0.00054
2020 1 25 3890987.7815509 1300010.4985993 4867786.3615275 0.00041 0.00021 0.00049
2020 1 26 3890987.7811853 1300010.4966791 4867786.3656819 0.00039 0.00019 0.00046
2020 1 29 3890987.7796896 1300010.4962617 4867786.3614256 0.00039 0.00019 0.00046
2020 1 30 3890987.7796525 1300010.4983693 4867786.3628121 0.00036 0.00020 0.00042
2020 1 31 3890987.7782638 1300010.4947046 4867786.3609717 0.00036 0.00019 0.00045
2020 2 1 3890987.7754126 1300010.4942268 4867786.3583208 0.00041 0.00020 0.00048
2020 2 2 3890987.7762687 1300010.4922866 4867786.3587475 0.00035 0.00018 0.00042
2020 2 3 3890987.7744985 1300010.4936113 4867786.3544522 0.00035 0.00017 0.00042
2020 2 4 3890987.7764789 1300010.4947866 4867786.3599290 0.00040 0.00020 0.00047
2020 2 5 3890987.7772947 1300010.4949071 4867786.3592751 0.00037 0.00018 0.00043
2020 2 6 3890987.7763122 1300010.4939641 4867786.3590773 0.00034 0.00017 0.00041
2020 2 7 3890987.7725944 1300010.4940138 4867786.3574666 0.00034 0.00017 0.00042
2020 2 8 3890987.7754649 1300010.4934894 4867786.3587902 0.00037 0.00018 0.00045
2020 2 9 3890987.7773254 1300010.4945514 4867786.3604107 0.00039 0.00019 0.00047
2020 2 10 3890987.7727679 1300010.4917326 4867786.3505526 0.00043 0.00021 0.00051
2020 2 11 3890987.7733589 1300010.4925636 4867786.3551271 0.00040 0.00020 0.00048
2020 2 13 3890987.7744461 1300010.4925649 4867786.3578649 0.00035 0.00017 0.00042
2020 2 14 3890987.7734168 1300010.4905457 4867786.3564339 0.00038 0.00019 0.00046
2020 2 15 3890987.7748625 1300010.4929697 4867786.3567855 0.00037 0.00019 0.00044
2020 2 16 3890987.7745539 1300010.4918253 4867786.3576899 0.00035 0.00018 0.00045
2020 2 17 3890987.7760612 1300010.4902142 4867786.3591580 0.00041 0.00020 0.00050
2020 2 18 3890987.7751715 1300010.4908379 4867786.3552066 0.00038 0.00019 0.00045
2020 2 19 3890987.7764089 1300010.4923254 4867786.3604870 0.00040 0.00020 0.00047
2020 2 20 3890987.7741017 1300010.4911909 4867786.3561735 0.00039 0.00019 0.00046
2020 2 21 3890987.7768840 1300010.4928965 4867786.3595880 0.00038 0.00019 0.00045
2020 2 22 3890987.7712705 1300010.4904945 4867786.3519397 0.00035 0.00017 0.00042
2020 2 23 3890987.7743480 1300010.4917727 4867786.3570146 0.00036 0.00018 0.00045
2020 2 24 3890987.7752596 1300010.4912261 4867786.3582441 0.00047 0.00024 0.00058
2020 2 25 3890987.7757015 1300010.4921138 4867786.3558656 0.00050 0.00025 0.00060
2020 2 26 3890987.7751779 1300010.4921179 4867786.3552964 0.00041 0.00020 0.00050
2020 2 27 3890987.7754239 1300010.4907294 4867786.3558711 0.00049 0.00024 0.00058
2020 2 28 3890987.7694668 1300010.4906964 4867786.3504205 0.00049 0.00024 0.00058
2020 2 29 3890987.7744027 1300010.4918895 4867786.3563458 0.00039 0.00020 0.00048
2020 3 1 3890987.7728664 1300010.4897299 4867786.3548608 0.00043 0.00021 0.00051
2020 3 2 3890987.7727427 1300010.4902834 4867786.3528012 0.00049 0.00024 0.00059
2020 3 3 3890987.7734312 1300010.4908286 4867786.3553625 0.00039 0.00019 0.00048
2020 3 4 3890987.7747810 1300010.4895557 4867786.3564749 0.00049 0.00024 0.00060
2020 3 5 3890987.7756048 1300010.4906957 4867786.3564773 0.00046 0.00023 0.00055
2020 3 6 3890987.7754463 1300010.4911291 4867786.3578309 0.00040 0.00020 0.00046
2020 3 7 3890987.7723477 1300010.4909754 4867786.3544586 0.00035 0.00017 0.00043
2020 3 8 3890987.7698086 1300010.4889009 4867786.3528021 0.00037 0.00019 0.00045
2020 3 9 3890987.7730659 1300010.4896893 4867786.3558627 0.00036 0.00018 0.00045
2020 3 10 3890987.7739768 1300010.4895965 4867786.3579785 0.00036 0.00018 0.00044
2020 3 11 3890987.7716310 1300010.4878302 4867786.3529034 0.00041 0.00021 0.00051
2020 3 12 3890987.7690140 1300010.4898680 4867786.3477375 0.00045 0.00023 0.00053
2020 3 13 3890987.7709359 1300010.4890556 4867786.3541823 0.00043 0.00021 0.00051
2020 3 14 3890987.7748394 1300010.4894743 4867786.3554927 0.00041 0.00020 0.00050
2020 3 15 3890987.7703983 1300010.4873700 4867786.3532621 0.00040 0.00020 0.00048
2020 3 17 3890987.7703566 1300010.4860900 4867786.3524403 0.00037 0.00018 0.00046
2020 3 19 3890987.7737439 1300010.4889656 4867786.3558519 0.00043 0.00023 0.00052
2020 3 20 3890987.7747743 1300010.4888727 4867786.3569929 0.00045 0.00025 0.00053
2020 3 21 3890987.7677946 1300010.4902716 4867786.3517052 0.00049 0.00029 0.00061
2020 3 22 3890987.7724543 1300010.4846972 4867786.3518482 0.00051 0.00026 0.00060
2020 3 23 3890987.7720397 1300010.4876279 4867786.3551772 0.00042 0.00021 0.00049
2020 3 24 3890987.7682658 1300010.4859810 4867786.3519061 0.00035 0.00017 0.00043
2020 3 25 3890987.7687093 1300010.4864693 4867786.3537910 0.00040 0.00019 0.00047
2020 3 26 3890987.7724065 1300010.4848499 4867786.3548560 0.00039 0.00019 0.00046
2020 3 27 3890987.7674900 1300010.4851201 4867786.3544150 0.00036 0.00018 0.00044
2020 3 28 3890987.7741180 1300010.4865330 4867786.3586916 0.00041 0.00020 0.00049
2020 3 29 3890987.7715553 1300010.4858202 4867786.3552473 0.00038 0.00018 0.00046
2020 3 30 3890987.7676946 1300010.4912851 4867786.3519487 0.00045 0.00023 0.00056
2020 3 31 3890987.7693409 1300010.4882769 4867786.3476714 0.00036 0.00018 0.00045
2020 4 1 3890987.7722206 1300010.4864079 4867786.3535561 0.00039 0.00020 0.00047
2020 4 2 3890987.7695627 1300010.4859208 4867786.3510779 0.00038 0.00019 0.00045
2020 4 3 3890987.7731399 1300010.4860481 4867786.3555515 0.00042 0.00021 0.00051
2020 4 4 3890987.7704741 1300010.4859801 4867786.3545286 0.00044 0.00022 0.00053
2020 4 5 3890987.7718083 1300010.4875708 4867786.3530219 0.00042 0.00021 0.00050
2020 4 6 3890987.7710307 1300010.4837112 4867786.3528513 0.00045 0.00024 0.00054
2020 4 7 3890987.7717305 1300010.4838504 4867786.3532496 0.00047 0.00023 0.00056
2020 4 8 3890987.7633168 1300010.4839013 4867786.3469527 0.00044 0.00022 0.00053
2020 4 9 3890987.7724525 1300010.4845178 4867786.3544683 0.00042 0.00022 0.00050
2020 4 10 3890987.7689307 1300010.4832157 4867786.3534271 0.00041 0.00020 0.00050
2020 4 11 3890987.7680860 1300010.4851316 4867786.3513575 0.00042 0.00021 0.00050
2020 4 12 3890987.7701015 1300010.4850365 4867786.3519532 0.00043 0.00021 0.00051
2020 4 13 3890987.7674939 1300010.4847875 4867786.3501204 0.00048 0.00025 0.00058
2020 4 14 3890987.7702497 1300010.4839469 4867786.3510851 0.00038 0.00019 0.00046
2020 4 15 3890987.7690216 1300010.4850673 4867786.3493498 0.00039 0.00019 0.00046
2020 4 16 3890987.7718027 1300010.4872794 4867786.3536063 0.00036 0.00018 0.00044
2020 4 17 3890987.7673337 1300010.4838459 4867786.3520864 0.00040 0.00020 0.00048
2020 4 18 3890987.7693741 1300010.4846888 4867786.3553489 0.00040 0.00019 0.00047
2020 4 19 3890987.7707495 1300010.4834744 4867786.3552483 0.00038 0.00019 0.00045
2020 4 20 3890987.7662493 1300010.4843416 4867786.3531285 0.00036 0.00018 0.00044
2020 4 21 3890987.7685928 1300010.4845477 4867786.3527187 0.00037 0.00018 0.00045
2020 4 22 3890987.7703679 1300010.4844577 4867786.3551469 0.00037 0.00018 0.00043
2020 4 23 3890987.7707787 1300010.4852109 4867786.3547953 0.00039 0.00019 0.00047
2020 4 25 3890987.7683788 1300010.4824561 4867786.3508137 0.00040 0.00020 0.00047
2020 4 26 3890987.7664593 1300010.4823106 4867786.3499360 0.00041 0.00020 0.00048
2020 4 27 3890987.7672209 1300010.4831654 4867786.3485840 0.00040 0.00020 0.00048
2020 4 28 3890987.7683568 1300010.4835748 4867786.3511137 0.00043 0.00021 0.00051
2020 4 29 3890987.7671755 1300010.4837465 4867786.3496319 0.00042 0.00021 0.00050
2020 4 30 3890987.7644420 1300010.4810615 4867786.3459950 0.00046 0.00022 0.00055
2020 5 1 3890987.7674251 1300010.4809283 4867786.3489252 0.00042 0.00021 0.00050
2020 5 2 3890987.7650450 1300010.4847535 4867786.3488627 0.00043 0.00021 0.00050
2020 5 3 3890987.7625401 1300010.4816997 4867786.3449222 0.00042 0.00021 0.00051
2020 5 4 3890987.7675397 1300010.4827837 4867786.3502132 0.00041 0.00020 0.00048
2020 5 5 3890987.7657333 1300010.4967506 4867786.3464968 0.00045 0.00023 0.00053
2020 5 6 3890987.7638786 1300010.4818245 4867786.3465659 0.00043 0.00022 0.00053
2020 5 7 3890987.7656481 1300010.4824926 4867786.3476531 0.00042 0.00021 0.00050
2020 5 8 3890987.7677344 1300010.4836707 4867786.3487060 0.00041 0.00020 0.00048
2020 5 9 3890987.7691188 1300010.4821335 4867786.3517280 0.00041 0.00020 0.00048
2020 5 10 3890987.7678024 1300010.4823369 4867786.3500598 0.00041 0.00020 0.00049
2020 5 11 3890987.7655355 1300010.4807194 4867786.3478884 0.00043 0.00022 0.00051
2020 5 12 3890987.7625332 1300010.4813647 4867786.3446593 0.00041 0.00020 0.00048
2020 5 13 3890987.7663752 1300010.4822163 4867786.3468716 0.00041 0.00020 0.00049
2020 5 14 3890987.7613215 1300010.4811967 4867786.3442670 0.00042 0.00021 0.00050
2020 5 15 3890987.7649780 1300010.4829399 4867786.3454490 0.00041 0.00020 0.00049
2020 5 16 3890987.7651408 1300010.4820460 4867786.3468086 0.00040 0.00020 0.00048
2020 5 17 3890987.7632012 1300010.4810542 4867786.3448220 0.00040 0.00020 0.00048
2020 5 19 3890987.7655929 1300010.4810767 4867786.3500187 0.00043 0.00022 0.00051
2020 5 20 3890987.7642375 1300010.4806231 4867786.3464346 0.00042 0.00020 0.00051
2020 5 21 3890987.7652439 1300010.4819522 4867786.3477330 0.00039 0.00020 0.00046
2020 5 22 3890987.8375868 1300010.5346273 4867786.4222394 0.00399 0.00282 0.00468
2020 5 23 3890987.7660762 1300010.4818334 4867786.3492873 0.00043 0.00021 0.00052
2020 5 24 3890987.7831766 1300010.5116605 4867786.3604416 0.00399 0.00287 0.00472
2020 5 25 3890987.7613629 1300010.4820902 4867786.3444291 0.00042 0.00021 0.00049
2020 5 27 3890987.7656196 1300010.4817063 4867786.3473833 0.00043 0.00021 0.00050
2020 5 28 3890987.7638463 1300010.4806530 4867786.3458586 0.00042 0.00020 0.00049
2020 5 29 3890987.7696241 1300010.4826388 4867786.3566741 0.00042 0.00021 0.00050
2020 5 30 3890987.7851901 1300010.4896459 4867786.3580913 0.00367 0.00264 0.00437
2020 5 31 3890987.7692419 1300010.5157828 4867786.3306976 0.00366 0.00262 0.00436
2020 6 1 3890987.8288282 1300010.4928287 4867786.3654337 0.00389 0.00285 0.00454
2020 6 2 3890987.7626564 1300010.4780906 4867786.3419177 0.00047 0.00023 0.00057
2020 6 3 3890987.7646141 1300010.4815242 4867786.3446099 0.00045 0.00024 0.00053
2020 6 4 3890987.8764782 1300010.5355765 4867786.4228523 0.00389 0.00288 0.00466
